1,2,4,17896
58,2,7,26,32,33,47,71,78,84,85,92,93,108,109,129,143,150,161,165,168,189,203,208,216,217,225,230,242,245,248,259,264,269,289,301,302,303,306,307,309,318,319,325,328,330,332,333,337,346,350,352,355,376,386,388,390,391,392,395,401,404,409,412,418,419,421,423,425,433,435,436,439,452,454,461,465,470,480,485,491,511,517,532,547,555,560,581,584,588,596,603,612,617,623,632,640,648,651,654,663,666,676,697,698,706,708,709,714,724,733,764,765,766,767,773,775,777,784,792,796,799,807,815,821,823,828,840,841,847,856,858,859,861,867,872,873,875,877,892,896,935,940,947,948,961,962,963,964,966,974,978,979,986,988,989,990,992,995,998,999,1001,1003,1004,1005,1008,1019,1026,1039,1041,1058,1059,1063,1075,1079,1082,1083,1091,1093,1095,1096,1100,1101,1115,1118,1120,1145,1149,1199,1221,1246,1247,1249,1251,1262,1265,1267,1275,1276,1282,1284,1286,1307,1314,1318,1320,1326,1327,1338,1364,1388,1389,1399,1412,1420,1428,1456,1463,1498,1510,1514,1520,1531,1534,1539,1550,1556,1558,1561,1563,1564,1567,1568,1569,1570,1571,1578,1586,1588,1590,1591,1592,1601,1606,1607,1611,1620,1628,1630,1636,1637,1643,1646,1647,1651,1654,1662,1663,1667,1692,1700,1703,1706,1713,1714,1733,1737,1740,1750,1751,1753,1759,1761,1771,1772,1779,1783,1784,1804,1818,1831,1863,1869,1874,1880,1900,1903,1905,1934,1949,1954,1969,1980,1981,1985,1989,1990,2025,2027,2029,2031,2034,2036,2041,2042,2043,2045,2046,2065,2069,2074,2077,2081,2084,2094,2097,2099,2107,2110,2122,2146,2147,2148,2151,2159,2161,2163,2167,2169,2173,2217,2223,2229,2232,2235,2239,2242,2244,2246,2254,2255,2256,2258,2259,2262,2264,2269,2272,2276,2284,2289,2291,2294,2301,2302,2305,2308,2312,2313,2318,2321,2322,2340,2361,2370,2372,2378,2383,2400,2401,2410,2422,2423,2425,2426,2427,2431,2439,2441,2442,2444,2451,2460,2465,2491,2492,2493,2494,2516,2518,2532,2533,2546,2549,2550,2552,2553,2555,2556,2559,2560,2564,2567,2575,2576,2579,2580,2581,2582,2584,2598,2603,2605,2607,2615,2625,2628,2630,2641,2645,2647,2655,2659,2663,2664,2670,2682,2683,2690,2695,2698,2704,2705,2710,2711,2713,2717,2721,2723,2729,2737,2738,2739,2741,2742,2745,2754,2763,2764,2766,2771,2774,2775,2778,2779,2783,2784,2808,2811,2812,2815,2823,2829,2831,2834,2835,2841,2842,2849,2856,2860,2863,2868,2879,2881,2882,2891,2903,2904,2906,2907,2909,2912,2916,2919,2935,2948,2952,2959,2965,2969,2973,2978,2980,2982,2983,2988,2991,2994,3006,3011,3013,3020,3021,3029,3035,3037,3043,3046,3052,3061,3069,3073,3079,3080,3083,3084,3096,3105,3107,3110,3116,3117,3120,3121,3123,3126,3127,3129,3131,3136,3142,3152,3155,3159,3160,3161,3164,3171,3173,3183,3186,3188,3193,3196,3199,3205,3208,3209,3214,3215,3222,3232,3233,3235,3252,3255,3257,3258,3262,3267,3273,3275,3279,3287,3297,3306,3313,3334,3339,3344,3348,3349,3352,3356,3371,3374,3377,3383,3398,3413,3414,3418,3425,3427,3428,3448,3459,3460,3472,3530,3543,3546,3551,3556,3563,3569,3570,3573,3596,3597,3599,3602,3605,3609,3611,3613,3618,3625,3635,3642,3644,3648,3655,3656,3657,3662,3665,3678,3695,3696,3702,3710,3718,3730,3736,3740,3741,3744,3750,3752,3754,3780,3786,3789,3808,3816,3817,3822,3831,3832,3839,3856,3859,3860,3861,3870,3871,3872,3876,3886,3888,3892,3893,3894,3897,3903,3909,3915,3917,3919,3926,3932,3934,3937,3940,3942,3949,3962,3966,3971,3992,4001,4004,4009,4028,4030,4041,4042,4045,4053,4055,4061,4079,4096,4109,4110,4111,4112,4114,4115,4127,4129,4131,4136,4139,4140,4141,4147,4153,4185,4203,4208,4211,4221,4229,4256,4260,4270,4276,4277,4283,4284,4285,4289,4292,4294,4317,4319,4328,4329,4341,4348,4354,4360,4365,4368,4371,4372,4384,4390,4393,4397,4399,4400,4406,4407,4409,4411,4412,4413,4415,4439,4450,4453,4454,4470,4476,4480,4481,4489,4490,4496,4507,4509,4524,4532,4539,4541,4547,4549,4551,4558,4560,4567,4568,4576,4578,4584,4597,4598,4609,4615,4620,4627,4628,4644,4650,4657,4670,4672,4682,4684,4690,4694,4709,4714,4721,4725,4726,4733,4764,4780,4782,4786,4789,4796,4797,4805,4810,4812,4820,4834,4842,4875,4894,4896,4898,4903,4904,4907,4912,4913,4919,4929,4958,4960,4981,5008,5010,5011,5015,5016,5017,5019,5029,5038,5052,5060,5063,5064,5070,5072,5091,5094,5099,5101,5105,5110,5113,5120,5126,5132,5135,5146,5158,5161,5172,5185,5187,5191,5211,5260,5269,5274,5305,5309,5314,5336,5357,5393,5394,5405,5409,5413,5426,5440,5441,5443,5448,5449,5452,5460,5463,5468,5478,5487,5488,5492,5498,5503,5519,5523,5549,5552,5569,5572,5578,5581,5595,5597,5600,5618,5631,5659,5662,5687,5703,5728,5730,5731,5735,5737,5738,5750,5758,5765,5768,5772,5789,5790,5791,5795,5800,5807,5808,5810,5813,5819,5823,5827,5828,5835,5839,5902,5913,5917,5920,5947,5962,5966,5980,5993,5995,5999,6001,6010,6011,6015,6018,6024,6030,6038,6039,6049,6070,6072,6073,6074,6075,6078,6080,6083,6089,6091,6093,6094,6099,6102,6108,6113,6114,6116,6123,6130,6131,6132,6144,6145,6146,6166,6167,6186,6187,6189,6191,6192,6199,6202,6221,6226,6233,6240,6242,6246,6251,6254,6256,6258,6276,6288,6298,6308,6318,6321,6326,6335,6342,6380,6383,6386,6390,6396,6398,6400,6408,6418,6426,6427,6442,6443,6445,6450,6453,6456,6462,6480,6483,6489,6495,6503,6506,6533,6534,6535,6542,6559,6568,6569,6576,6597,6599,6602,6616,6635,6643,6685,6690,6694,6695,6704,6716,6717,6718,6754,6757,6762,6764,6767,6775,6787,6789,6793,6794,6797,6805,6807,6821,6825,6828,6836,6858,6860,6861,6865,6868,6883,6898,6902,6903,6918,6925,6930,6931,6935,6937,6952,6953,6954,6964,6982,6985,6986,6987,6991,6995,7018,7020,7023,7036,7040,7046,7050,7051,7053,7058,7059,7071,7077,7095,7103,7110,7117,7128,7129,7131,7132,7137,7141,7144,7155,7165,7168,7169,7170,7179,7182,7202,7206,7211,7213,7214,7215,7221,7229,7230,7247,7262,7263,7264,7265,7275,7280,7281,7303,7305,7311,7316,7321,7322,7326,7328,7350,7351,7352,7353,7379,7464,7470,7472,7480,7483,7486,7488,7494,7500,7517,7518,7521,7526,7533,7535,7536,7544,7546,7547,7550,7552,7555,7557,7558,7560,7568,7578,7579,7580,7581,7585,7591,7593,7594,7613,7618,7619,7622,7627,7629,7631,7641,7649,7652,7654,7670,7681,7683,7686,7687,7711,7715,7716,7721,7751,7752,7757,7758,7759,7762,7776,7795,7809,7827,7837,7839,7841,7852,7856,7858,7871,7872,7876,7898,7899,7900,7912,7913,7916,7930,7932,7942,7947,7952,7956,7961,7981,7982,7987,8003,8004,8008,8009,8011,8021,8025,8036,8042,8047,8062,8073,8075,8076,8077,8079,8097,8105,8110,8113,8118,8133,8134,8135,8148,8149,8150,8151,8153,8155,8158,8159,8160,8166,8168,8170,8171,8174,8181,8188,8193,8209,8211,8214,8221,8231,8234,8237,8246,8251,8252,8257,8258,8259,8260,8262,8267,8270,8279,8283,8286,8293,8295,8298,8301,8320,8321,8322,8327,8332,8342,8348,8363,8367,8369,8373,8389,8398,8402,8408,8416,8424,8425,8427,8429,8431,8451,8454,8456,8459,8461,8479,8483,8486,8490,8495,8510,8520,8537,8578,8579,8587,8592,8599,8601,8602,8613,8621,8628,8631,8632,8637,8644,8646,8648,8653,8654,8667,8668,8673,8705,8736,8741,8751,8758,8759,8782,8793,8797,8808,8812,8814,8830,8835,8856,8857,8858,8860,8870,8889,8897,8898,8902,8903,8910,8912,8913,8914,8918,8925,8931,8935,8943,8961,8963,8965,8974,8978,8982,8984,8985,8990,8991,9007,9008,9010,9014,9016,9052,9061,9068,9071,9076,9078,9094,9097,9103,9108,9111,9116,9121,9122,9123,9124,9125,9127,9132,9133,9134,9135,9136,9139,9146,9148,9152,9162,9163,9164,9180,9183,9189,9190,9195,9208,9212,9233,9236,9255,9260,9262,9263,9266,9273,9275,9280,9284,9288,9290,9293,9295,9297,9304,9305,9308,9311,9325,9326,9331,9333,9338,9340,9352,9356,9359,9364,9368,9375,9387,9396,9402,9404,9406,9420,9440,9441,9444,9454,9461,9468,9478,9479,9486,9489,9510,9517,9521,9560,9564,9566,9577,9592,9597,9616,9640,9643,9667,9673,9684,9700,9705,9714,9748,9757,9768,9777,9779,9782,9786,9787,9788,9793,9794,9798,9799,9808,9818,9823,9843,9851,9852,9854,9858,9865,9877,9883,9886,9888,9896,9898,9901,9916,9918,9921,9930,9931,9932,9957,9958,9961,9963,9969,9971,9973,9974,9984,9987,9993,10005,10007,10038,10043,10044,10047,10049,10054,10058,10061,10065,10071,10080,10081,10082,10086,10087,10120,10126,10127,10134,10136,10141,10144,10146,10153,10161,10162,10167,10176,10220,10227,10233,10266,10292,10303,10362,10394,10410,10428,10433,10474,10478,10479,10482,10488,10494,10497,10498,10523,10527,10537,10545,10548,10551,10556,10561,10567,10570,10580,10584,10587,10611,10620,10633,10639,10640,10642,10645,10647,10663,10667,10673,10674,10697,10699,10704,10709,10738,10745,10750,10760,10772,10784,10785,10802,10812,10823,10827,10840,10864,10875,10883,10886,10890,10903,10905,10942,10946,10951,10959,10967,10980,10982,10996,11000,11011,11029,11033,11037,11043,11047,11050,11065,11068,11085,11086,11092,11095,11096,11107,11131,11136,11137,11142,11149,11154,11157,11160,11175,11186,11193,11198,11199,11206,11222,11254,11255,11260,11267,11272,11274,11277,11279,11282,11294,11295,11304,11306,11308,11315,11331,11343,11362,11380,11385,11401,11403,11412,11415,11443,11445,11471,11492,11500,11522,11535,11581,11608,11609,11611,11612,11626,11628,11629,11634,11637,11646,11667,11668,11671,11679,11680,11686,11691,11697,11700,11703,11717,11726,11730,11737,11740,11741,11742,11749,11759,11761,11763,11766,11779,11784,11789,11795,11811,11821,11837,11844,11855,11862,11867,11869,11875,11876,11883,11888,11900,11908,11909,11912,11914,11917,11918,11920,11921,11924,11925,11930,11931,11941,11944,11951,11953,11957,11958,11961,11963,11967,11975,11978,11981,11989,11992,11995,12000,12017,12019,12020,12021,12027,12032,12033,12035,12046,12047,12052,12055,12058,12068,12078,12091,12092,12101,12104,12107,12113,12125,12127,12158,12162,12164,12165,12180,12184,12200,12202,12206,12209,12225,12250,12260,12292,12296,12317,12321,12334,12341,12348,12359,12366,12369,12372,12373,12417,12420,12423,12428,12439,12445,12448,12471,12478,12480,12488,12491,12496,12500,12644,12659,12662,12702,12726,12745,12790,12821,12822,12840,12855,12887,12922,12923,12929,12930,12932,12933,12937,12945,12956,12967,12983,12984,12998,13004,13009,13012,13015,13018,13020,13021,13022,13026,13029,13032,13035,13036,13038,13041,13047,13048,13056,13057,13060,13063,13064,13071,13080,13082,13086,13092,13097,13098,13111,13122,13134,13136,13138,13141,13147,13148,13150,13157,13162,13172,13174,13184,13201,13203,13208,13216,13243,13256,13259,13262,13264,13302,13304,13310,13313,13321,13329,13331,13343,13353,13358,13368,13382,13384,13395,13398,13401,13414,13416,13431,13442,13476,13477,13480,13504,13510,13511,13519,13524,13525,13530,13531,13533,13538,13542,13544,13550,13552,13562,13566,13571,13574,13608,13636,13640,13656,13667,13675,13677,13679,13686,13687,13688,13690,13703,13706,13708,13714,13726,13744,13746,13753,13755,13773,13790,13795,13798,13823,13824,13827,13839,13840,13847,13851,13855,13860,13865,13875,13886,13890,13891,13906,13908,13909,13914,13917,13920,13931,13932,13941,13943,13944,13982,13988,13989,13997,13998,14001,14005,14006,14016,14019,14025,14030,14050,14076,14084,14107,14113,14123,14130,14131,14137,14144,14154,14159,14160,14174,14184,14201,14204,14219,14223,14226,14235,14248,14249,14255,14262,14266,14273,14282,14284,14294,14296,14304,14323,14327,14330,14331,14339,14342,14343,14353,14358,14362,14376,14388,14392,14393,14395,14396,14398,14403,14405,14406,14414,14424,14427,14428,14435,14438,14444,14469,14473,14478,14485,14509,14511,14535,14567,14581,14586,14603,14608,14610,14613,14614,14620,14630,14631,14637,14640,14644,14649,14655,14663,14664,14672,14675,14679,14682,14694,14698,14700,14701,14702,14703,14708,14711,14716,14718,14722,14726,14727,14729,14737,14742,14743,14745,14746,14754,14765,14766,14768,14775,14777,14779,14780,14782,14791,14826,14828,14837,14842,14845,14848,14849,14853,14854,14863,14865,14880,14894,14901,14902,14922,14955,14956,14957,14963,14966,14977,14983,14992,14996,15002,15008,15030,15034,15039,15051,15055,15062,15092,15100,15119,15120,15124,15125,15128,15141,15144,15154,15160,15170,15176,15179,15201,15202,15207,15210,15226,15232,15233,15237,15249,15250,15252,15257,15262,15272,15309,15312,15321,15331,15335,15340,15341,15344,15346,15347,15359,15361,15369,15379,15383,15389,15413,15432,15434,15436,15459,15462,15463,15468,15471,15483,15485,15497,15511,15527,15557,15561,15569,15611,15612,15620,15623,15627,15631,15635,15678,15679,15681,15690,15700,15726,15735,15739,15740,15745,15746,15752,15770,15805,15832,15846,15856,15859,15862,15880,15882,15964,15982,15986,16001,16015,16042,16043,16059,16086,16099,16110,16137,16142,16143,16162,16184,16201,16217,16222,16223,16224,16232,16235,16244,16249,16252,16264,16304,16372,16391,16392,16395,16402,16462,16466,16467,16480,16484,16493,16496,16499,16507,16511,16514,16518,16528,16532,16535,16547,16550,16551,16560,16568,16573,16584,16602,16616,16617,16639,16666,16676,16681,16722,16723,16729,16735,16738,16757,16766,16771,16773,16776,16777,16783,16786,16814,16837,16851,16854,16858,16910,16914,16922,16928,16929,16938,16939,16940,16944,16949,16951,16965,16968,16988,16995,17001,17009,17010,17012,17013,17032,17040,17044,17046,17057,17059,17060,17065,17067,17068,17079,17086,17093,17101,17111,17112,17118,17119,17141,17158,17159,17162,17184,17224,17236,17265,17267,17268,17276,17280,17283,17295,17347,17354,17358,17364,17367,17384,17385,17388,17396,17399,17400,17401,17405,17408,17409,17413,17415,17418,17432,17435,17436,17455,17457,17482,17489,17491,17500,17514,17519,17530,17542,17575,17576,17584,17597,17622,17638,17642,17644,17645,17651,17654,17659,17661,17662,17679,17701,17711,17715,17717,17722,17725,17726,17731,17733,17746,17750,17753,17754,17755,17757,17758,17759,17760,17762,17772,17775,17781,17782,17783,17797,17800,17805,17813,17817,17819,17824,17825,17826,17832,17835,17840,17841,17844,17845,17846,17850,17857,17864,17865,17873,17878,17880,17893,17895,17896,17899,17903,17906,17910,17912,17917,17920,17928,17930,17933,17939,17950,17952,17957,17960,17963,17984,17985,17986,17989,17992,17994,17997,18003,18004,18014,18015,18021,18022,18030,18046,18054,18070,18073,18075,18076,18077,18078,18081,18088,18089,18108,18113,18114,18119,18128,18129,18130,18138,18141,18145,18146,18153,18156,18158,18171,18174,18185,18188,18191,18195,18202,18208,18210,18211,18222,18226,18228,18234,18253,18260,18263,18301,18305,18309,18322,18329,18338,18347,18351,18357,18358,18363,18368,18373,18375,18385,18386,18393,18395,18402,18406,18407,18408,18429,18432,18433,18435,18451,18459,18460,18461,18464,18470,18473,18493,18497,18498,18501,18503,18506,18508,18510,18513,18518,18519,18521,18522,18533,18542,18543,18550,18553,18556,18564,18565,18566,18567,18570,18571,18574,18577,18581,18587,18590,18592,18607,18613,18621,18622,18623,18628,18633,18635,18644,18653,18667,18669,18670,18673,18689,18690,18694,18696,18701,18703,18718,18719,18720,18723,18735,18737,18745,18751,18760,18766,18767,18792,18804,18817,18839,18844,18849,18852,18860,18884,18886,18898,18902,18906,18907,18919,18943,18951,18961,18966,18976,18983,18985,18986,18989,18992,18993,18997,19003,19016,19052,19057,19067,19076,19078,19095,19100,19113,19148,19150,19151,19152,19161,19162,19163,19167,19170,19175,19188,19201,19213,19228,19264,19271,19279,19280,19286,19295,19298,19317,19334,19341,19346,19353,19370,19379,19401,19409,19423,19440,19445,19454,19455,19458,19476,19487,19490,19496,19504,19512,19522,19532,19538,19542,19543,19546,19578,19593,19596,19604,19610,19613,19629,19637,19639,19640,19641,19649,19650,19653,19654,19661,19663,19673,19691,19694,19702,19706,19715,19730,19732,19743,19744,19754,19798,19800,19813,19814,19827,19832,19840,19847,19853,19856,19859,19905,19913,19916,19930,19932,19941,19943,19966,19968,19987,19988,,1,0,5,4,8,6,9,3
59,32,8606
63,32,43,45,2163,5094,6240,6246,8251,8606,12359
66,14672
67,370,867,1084,1085
70,386,884,6620,8157,9488,9777,10053,12741,13009,14294,14898,15100,16402,16863,17010
71,259,418,457,2721,4341,6597,6767,7214,10479,11941,16015,19271
73,85,138,1571,5274,6116,6170
78,165,189,416,418,904,1456,1772,4764,4786,8332,10803,10840,11626,16110,17280,18347,19271,19379
79
80,147,148,149,995,1199,1779,1831,1954,2232,3080,4532,4597,5823,5920,9777,13395,16462,17715
81,79,796,8283,19440
84,79,4912,19341
85,73,138,5823,16040
86
87,4293,5596
88
89,2605
92,4140,10967,11646
93
102,129
107
108,663,1563,2739,8860,9273,14640,16042
109,2254,3892,4328,7230,8042,9273,9779,9886,11784,13009,13172,13183,15335,15859,17912,17951,18719,19396
110,15612
112,604
115
116
118,116,1030,1340,3263,3550,4491,8314,17242
129,1563,2556,3344,3892,5995,7547
136,4372
137,5465
138,73,85,2863,6240,8974,9236,17013,19546
140
143,233,1179,1564,2576,2598,2723,3892,4424,4907,5980,6003,11706,13134,15179,17819,17997
144,1199,1779,1954,4904,6221,6240,8902,10005,14765,17717
145,858,1620,1628,1636,2169,2223,6398,7020,7077,8648,9163,10752,12140,12181,12183,12191,12192,12194,12198,12207,12228,12231,13566,13839,17715,19407
146,3812
147,80,148,149,16110
148,80,147,2232,7077,9280,10005,16462,18260
149,80,147,1779,16462
150,92,102,651,1567,1954,2426,2556,2576,2723,4203,4620,5274,5800,6049,6743,6891,6985,7464,8004,8343,8860,8925,11149,11694,11726,11766,13029,13134,13256,13743,13823,14006,14640,14779,15284,17407,18075,18804
152,153,198,301,8974,8982
153,152,198
160,1779,3730,3892,3937,16273,16344,16507,16528
161,6378,7059,8301,11260
165
168,1779,2163,4096,19455
173,194,1147,1777
180
183
184
186,3302,3496,9364,15341
187,189,13009
189,1804,2383,3412,4053,5525,14174
191,203,217,3509,16391
194,173
197,2122,4807,14722
198,152,153,2837,4721,5466,7532
199
201
203,191,217,1900,1954,2553,4597,12366,17928
205
206
208,1199,5246,5765,10488,17413,18145
210,4715
212
214,215,10561,15700
215,214,1199,3695,4276,14052
216,129,796,1063,1570,1588,1954,2451,2729,2823,3142,3892,4009,4140,4328,4896,5995,6258,8150,9236,9387,9777,10005,10647,11000,11149,11704,13823,14640,14825,16223,16484,16766,17542,18996,19546
217,1561,1954,2077,2550,2553,2808,4328,6049,6418,7486,8793,8814,15030,15369,15413,18564,19440
225,15623
230,58,233,277,300,307,431,910,1207,2697,2706,2996,3135,3146,3822,4255,4456,4761,4902,6128,6431,7800,8009,9131,12543,12546,12999,13138,13179,13302,14180,14745,15340,16200,17042,17056,17076,18056
233,143,230,2723,17010
238,419
240,469
242,78,418,1570,3892,4341,6533,6569,6602,7229,9454,18191
243,78,242,437,1019,1063,1565,1903,2645,2863,3569,3856,4341,4786,6602,6789,7229,7627,9010,9023,9121,9461,9808,14129,14159,15434,16110,16337,17746,17781,19455
244,345,2579,11737,12429,15686
245,242,455,457,794,796,823,1909,2555,2721,2847,4796,5819,6533,6569,6597,6602,6635,6643,7326,9564,10052,10951,11745,12345,14733,16138,18567,19057
246,78,242,245,248,344,392,412,455,465,651,814,1531,1563,1564,1565,1570,1779,1900,1912,1954,2122,2163,2653,2721,3080,3127,3136,3816,3871,4096,4140,4144,4328,4342,4796,4805,5062,5101,5105,5305,5800,5819,6049,6189,6240,6258,6288,6400,6569,6597,6602,7182,7229,7261,7326,7547,7558,7580,7586,7627,8042,8601,8912,9097,9236,9308,9808,10005,10189,10527,10738,10951,11492,11500,11532,11917,11967,12035,12036,12147,12366,12417,13009,13216,13256,13320,13395,13447,13687,14235,14264,14637,14683,14886,14922,15195,15262,15813,15986,16110,16916,17906,18001,19060,19264,19455,19850,,7
247,78,248,418,457,1570,2383,2384,3569,5800,6569,6597,7182,7214,7229,8363,8769,8793,9564,10127,10527,10951,11306,11626,12180,16154,16910,17993,19346
248,58,71,78,242,247,303,330,339,344,392,395,418,455,457,733,796,841,873,1145,1149,1161,1199,1444,1456,1564,1611,1634,1706,1779,1784,1900,1956,2239,2259,2532,2555,2645,2659,2710,2808,2848,2969,2983,3013,3035,3037,3080,3107,3129,3569,3622,3812,3871,4140,4160,4276,4450,4532,4578,4764,4796,5019,5260,5268,5800,5827,6189,6258,6386,6400,6483,6532,6569,6602,6616,6952,7165,7182,7229,7250,7326,7339,7482,7585,8211,8363,8608,8793,8902,9061,9122,9236,9311,9352,9562,9777,9875,10005,10044,10081,10410,10527,10579,10840,10951,10991,11005,11306,11626,11745,11855,12035,12161,13009,13256,13690,13798,13941,13967,14154,14255,14586,14955,15154,15195,15232,15262,15344,15459,15740,15813,15859,16042,16154,16480,17067,17265,17725,17755,17760,17967,18001,18081,18174,18522,19175,19367,19383,,1
249,17010
251
259,71,78,189,392,586,1741,2383,2427,2645,4203,4341,4532,4907,5243,6767,7214,8897,9236,11915,11941,12321,13009,13401,14107,15291,19271,19853
261
262,89,896,1063,1903,2122,2519,3689,4073,6841,8283,8978,10738,11914,13637,15119,15405,17929,18275,18623
264,78,129,391,502,796,1063,1558,1561,1564,1565,1779,1934,2259,2427,2556,2823,2847,3741,3892,4328,4341,4896,4907,5105,5791,5827,5966,5995,6049,6688,6891,7182,7558,7599,7912,8078,8327,8931,9236,9266,9273,9474,10005,10967,11295,11626,11779,11917,12035,12093,12110,12366,13358,13447,13687,13798,14240,14424,15341,15347,16110,16484,17093,17347,17405,17906,19295
266,1568,1570,2262,2723,3892,5260,7627,8150,8348,8592,9236,11112,12999,16110,17067,19546
268,307,1981,2863,2996,3265,3613,3789,5823,9236,10170,13397,17013,17067,19341
269,2,78,303,1063,2146,2159,4134,4973,7585,7912,16484,17847,18073
271,303,556,3080,13395
273,129,2368,7547,9236,11295,13134,16743,18188
276,896,8221
277,301,1900,2863,4907,6039,8592,8966,8974,8984,13370,13840,14816,15341,15623,16576,17010,17041,17065,17067,19170,19228,19341
283,3662,17010,19341
285,102,2576,9577,10942,12932,13134
287,242,248,796,1954,3199,6569,6602,7182,9236,10942,11306,13256,15662,17642,17760
288,777,872,1462,1556,2074,2591,2811,3080,5525,6100,6787,7230,10488,13009,13172,13183,13721,15405,15459,15462,15859,17512,17642,17920,17993,18508,18556
289,78,2823,4578,8150,17162,18188
291,1570,7077,8459,9236,10005,10942,13395
299,2427,2532,4907,9236,18686
300,230,301,3808,4577,8966,8968,8973,8974,8982,13840,15469,16576,17010,17013,17038,17067,19341
301,277,300,2618,3808,4028,4293,4577,7111,8931,8966,8968,8973,8974,8978,8982,8983,8984,11277,11795,12031,13090,13840,15462,15468,15469,15493,15697,16576,17010,17011,17013,17036,17038,17044,17045,17063,17067,17184,18234,19170,19341
